PEOPLE_NEGATIVE_NEW_COUNT,PROVINCE_STATE_CODE,DATA_COMPLETENESS_SCORE_NAME,PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,PROVINCE_STATE_NAME,PEOPLE_IN_INTENSIVE_CARE_CURRENTLY_COUNT,PEOPLE_PENDING_CASES_COUNT,PEOPLE_RECOVERED_COUNT,REPORTED_DATE_TIME,PEOPLE_POSITIVE_NEGATIVE_TEST_RESULTS_COUNT,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,PEOPLE_INTUBATED_CUMULATIVE_COUNT,PEOPLE_TEST_RESULTS_NEW_COUNT,PEOPLE_IN_INTENSIVE_CARE_CUMULATIVE_COUNT,PROVINCE_STATE_FIPS_NUMBER,PEOPLE_NEGATIVE_CASES_COUNT,PEOPLE_HOSPITALIZED_NEW_COUNT,PEOPLE_HOSPITALIZED_CUMULATIVE_COUNT,PEOPLE_INTUBATED_CURRENTLY_COUNT,PEOPLE_HOSPITALIZED_CURRENTLY_COUNT,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
5940,RI,A+,21022,8/21/2020,Rhode Island,9,,2031,8/21/2020 12:00:00 PM,454977,COVID Tracking Project Historical,2,,10403,,44,224832,7,2438,5,81,151,1030
9323,SC,A+,110378,8/21/2020,South Carolina,278,,46118,8/20/2020 11:59:00 PM,903181,COVID Tracking Project Historical,58,,10381,,45,792803,293,7439,160,1079,1058,2459
1474,SD,A,10884,8/21/2020,South Dakota,,,9349,8/20/2020 2:00:00 PM,133775,COVID Tracking Project Historical,2,,1667,,46,122891,8,948,,50,193,159
27466,TN,A+,140844,8/21/2020,Tennessee,359,,102686,8/21/2020 3:00:00 PM,1981238,COVID Tracking Project Historical,61,,29135,,47,1840394,99,6255,171,1149,1669,1549
27936,TX,A,567580,8/21/2020,Texas,1979,,438825,8/21/2020 4:30:00 PM,4580026,COVID Tracking Project Historical,258,,32957,,48,4012446,0,,,5566,5021,11051
3130,UT,A+,48445,8/21/2020,Utah,58,,39867,8/21/2020 10:19:00 AM,619397,COVID Tracking Project Historical,2,294,3593,737,49,570952,17,2870,,155,463,383
18055,VA,A+,110860,8/21/2020,Virginia,263,357,14249,8/20/2020 5:00:00 PM,1441961,COVID Tracking Project Historical,9,,19033,,51,1331101,125,15482,142,1233,978,2436
222,VI,C,932,8/21/2020,Virgin Islands,,88,649,8/21/2020 10:40:00 AM,13827,COVID Tracking Project Historical,0,,285,,78,12895,0,,,,63,10
1535,VT,B,1541,8/21/2020,Vermont,,,1358,8/21/2020 12:00:00 AM,116998,COVID Tracking Project Historical,0,,1539,,50,115457,0,,,10,4,58
0,WA,B,69389,8/21/2020,Washington,,,,8/20/2020 2:59:00 AM,1019496,COVID Tracking Project Historical,15,,700,,53,950107,12,6400,48,374,700,1837
9744,WI,A+,73751,8/21/2020,Wisconsin,119,190,60055,8/21/2020 12:00:00 AM,1176789,COVID Tracking Project Historical,1,,10592,982,55,1103038,36,5505,,350,848,1075
6522,WV,C,9066,8/21/2020,West Virginia,54,,7140,8/21/2020 10:00:00 AM,384319,COVID Tracking Project Historical,4,,6606,,54,375253,0,,24,146,84,170
607,WY,B,3524,8/21/2020,Wyoming,,,2864,8/21/2020 5:22:00 PM,64837,COVID Tracking Project Historical,3,,663,,56,61313,1,203,,19,56,37
1713,AK,A,5332,8/20/2020,Alaska,,,1513,8/20/2020 12:00:00 AM,312647,COVID Tracking Project Historical,0,,1798,,02,307315,0,,6,51,85,29
10462,AL,B,112449,8/20/2020,Alabama,,,44684,8/20/2020 11:00:00 AM,896779,COVID Tracking Project Historical,30,734,11433,1348,01,784330,250,13330,,1105,971,1974
6680,AR,A,54765,8/20/2020,Arkansas,,,48458,8/20/2020 3:08:00 PM,648509,COVID Tracking Project Historical,10,488,7229,,05,593744,47,3790,108,499,549,641
0,AS,C,0,8/20/2020,American Somoa,,,,8/15/2020 12:00:00 AM,1514,COVID Tracking Project Historical,0,,0,,60,1514,0,,,,0,0
6481,AZ,A+,196280,8/20/2020,Arizona,388,,28471,8/20/2020 12:00:00 AM,1118443,COVID Tracking Project Historical,50,,7204,,04,922163,123,21143,233,1070,723,4684
81363,CA,B,644751,8/20/2020,California,1707,,,8/20/2020 12:00:00 AM,10227966,COVID Tracking Project Historical,163,,87283,,06,9583215,0,,,6212,5920,11686
4657,CO,A,53901,8/20/2020,Colorado,,,5759,8/19/2020 1:59:00 AM,895207,COVID Tracking Project Historical,12,,7348,,08,594857,3,6784,,238,270,1800
12302,CT,B,51432,8/20/2020,Connecticut,,,8893,8/19/2020 8:30:00 PM,1014840,COVID Tracking Project Historical,1,,12420,,09,963408,72,11087,,47,118,4458
2271,DC,A+,13409,8/20/2020,District of Columbia,26,,10720,8/19/2020 12:00:00 AM,253985,COVID Tracking Project Historical,1,,2326,,11,240576,0,,12,78,55,601
2012,DE,A+,16718,8/20/2020,Delaware,10,,8809,8/19/2020 6:00:00 PM,216956,COVID Tracking Project Historical,0,,2087,,10,200238,0,,,40,75,595
24958,FL,A,588602,8/20/2020,Florida,,3604,,8/19/2020 11:59:00 PM,4335752,COVID Tracking Project Historical,119,,29513,,12,3747150,450,36070,,5067,4555,10186
18379,GA,A,246741,8/20/2020,Georgia,,,,8/20/2020 3:50:00 PM,2096835,COVID Tracking Project Historical,55,,21138,4185,13,1850094,216,22880,,2506,2759,4904
837,GU,A,704,8/20/2020,Guam,5,,381,8/20/2020 5:35:00 AM,30692,COVID Tracking Project Historical,1,,942,,66,29988,0,,,13,105,6
2324,HI,C,5844,8/20/2020,Hawaii,33,,2031,8/19/2020 11:29:00 PM,168672,COVID Tracking Project Historical,3,,2559,,15,162828,14,317,20,187,235,45
5142,IA,A+,54015,8/20/2020,Iowa,89,,42372,8/20/2020 12:00:00 AM,568191,COVID Tracking Project Historical,8,,5869,,19,514176,0,,31,300,727,1014
1654,ID,A,28696,8/20/2020,Idaho,43,,11733,8/19/2020 7:00:00 PM,231147,COVID Tracking Project Historical,9,,2024,337,16,202451,30,1200,,205,370,291
49780,IL,A,215053,8/20/2020,Illinois,357,,,8/20/2020 12:00:00 AM,3542515,COVID Tracking Project Historical,27,,51612,,17,3327462,0,,124,1519,1832,8044
10497,IN,A+,83277,8/20/2020,Indiana,257,,63262,8/19/2020 11:59:00 PM,945471,COVID Tracking Project Historical,11,,11438,2069,18,862194,55,10145,78,921,941,3191
0,KS,A+,35890,8/20/2020,Kansas,88,,1472,8/19/2020 10:00:00 AM,359840,COVID Tracking Project Historical,0,202,0,567,20,323950,0,2090,26,300,0,411
8198,KY,B,41626,8/20/2020,Kentucky,155,,9388,8/20/2020 12:00:00 AM,739718,COVID Tracking Project Historical,14,,8898,1337,21,698092,48,4349,,638,700,856
13142,LA,A,140821,8/20/2020,Louisiana,,,118120,8/20/2020 1:00:00 PM,1719034,COVID Tracking Project Historical,28,,14060,,22,1578213,0,,178,1087,918,4637
21569,MA,A+,124728,8/20/2020,Massachusetts,62,,102205,8/20/2020 10:00:00 AM,1518522,COVID Tracking Project Historical,12,,21882,,25,1393794,12,12225,23,379,313,8888
11328,MD,A,102229,8/20/2020,Maryland,107,,6040,8/20/2020 10:00:00 AM,1187676,COVID Tracking Project Historical,8,,11908,,24,1085447,41,13785,,455,580,3669
2924,ME,A+,4253,8/20/2020,Maine,1,,3679,8/19/2020 11:59:00 PM,220185,COVID Tracking Project Historical,1,,2943,,23,215932,2,405,1,7,19,128
29987,MI,A+,104618,8/20/2020,Michigan,173,,67778,8/20/2020 12:00:00 AM,2425702,COVID Tracking Project Historical,16,,30514,,26,2321084,0,,81,646,527,6634
8477,MN,A,67308,8/20/2020,Minnesota,148,,60605,8/19/2020 5:00:00 PM,1030093,COVID Tracking Project Historical,7,,9167,1734,27,962785,31,6019,,309,690,1791
10021,MO,A,71733,8/20/2020,Missouri,,,,8/20/2020 12:00:00 AM,885874,COVID Tracking Project Historical,3,,11079,,29,814141,0,,114,875,1058,1417
1,MP,D,54,8/20/2020,Northern Mariana Islands,,,29,8/17/2020 7:35:00 PM,12921,COVID Tracking Project Historical,0,,1,,69,12867,0,4,,,0,2
0,MS,A+,75449,8/20/2020,Mississippi,276,,56577,8/19/2020 7:00:00 PM,527626,COVID Tracking Project Historical,27,,894,,28,452177,34,5097,176,1025,894,2190
911,MT,C,6072,8/20/2020,Montana,,,4434,8/20/2020 12:00:00 AM,207560,COVID Tracking Project Historical,5,,1027,,30,201488,9,357,,101,116,89
23241,NC,A+,149904,8/20/2020,North Carolina,280,,127749,8/20/2020 12:10:00 PM,2003307,COVID Tracking Project Historical,34,,25213,,37,1853403,0,,,1023,1972,2465
1987,ND,B,9242,8/20/2020,North Dakota,15,,7718,8/20/2020 1:00:00 PM,184787,COVID Tracking Project Historical,2,,2261,136,38,175545,0,478,,45,274,112
1815,NE,A,31040,8/20/2020,Nebraska,,,22941,8/19/2020 8:20:00 PM,330408,COVID Tracking Project Historical,3,,2030,,31,299368,16,1851,,156,215,371
1659,NH,B,7050,8/20/2020,New Hampshire,,,6367,8/20/2020 9:00:00 AM,189682,COVID Tracking Project Historical,1,,1673,220,33,182632,-2,710,,11,14,428
27395,NJ,A+,188527,8/20/2020,New Jersey,79,,33490,8/20/2020 12:00:00 AM,2585207,COVID Tracking Project Historical,6,,27495,,34,2396680,48,22359,28,433,100,15932
5272,NM,B,23749,8/20/2020,New Mexico,,,10976,8/19/2020 5:51:00 PM,688495,COVID Tracking Project Historical,6,,5442,,35,664746,4,3002,,94,170,729
3881,NV,A+,63584,8/20/2020,Nevada,263,,1567,8/20/2020 2:59:00 AM,560963,COVID Tracking Project Historical,38,,4437,,32,497379,0,,152,874,556,1172
80383,NY,A,427803,8/20/2020,New York,120,,74406,8/19/2020 11:59:00 PM,7353387,COVID Tracking Project Historical,5,,80984,,36,6925584,0,89995,62,518,601,25275
21767,OH,A+,112003,8/20/2020,Ohio,294,,91656,8/20/2020 2:00:00 PM,1911359,COVID Tracking Project Historical,22,,22889,2844,39,1799356,86,12615,169,860,1122,3929
7408,OK,A+,50669,8/20/2020,Oklahoma,248,,42695,8/20/2020 12:00:00 AM,790894,COVID Tracking Project Historical,10,,8154,,40,740225,76,4268,,564,746,709
4916,OR,A+,24165,8/20/2020,Oregon,48,,4566,8/20/2020 3:01:00 AM,506367,COVID Tracking Project Historical,4,,5211,,41,482202,21,1979,21,175,295,412
17753,PA,A+,126940,8/20/2020,Pennsylvania,,,101552,8/20/2020 12:00:00 AM,1513011,COVID Tracking Project Historical,15,,18544,,42,1386071,0,,94,548,791,7538
0,PR,B,28143,8/20/2020,Puerto Rico,57,,,8/20/2020 12:00:00 AM,334115,COVID Tracking Project Historical,11,,209,,72,305972,0,,37,390,209,367
-18627,RI,A+,20871,8/20/2020,Rhode Island,8,,2021,8/20/2020 12:00:00 PM,444574,COVID Tracking Project Historical,1,,4447,,44,218892,12,2431,4,84,76,1028
7763,SC,A+,109320,8/20/2020,South Carolina,272,,45205,8/19/2020 11:59:00 PM,892800,COVID Tracking Project Historical,41,,8672,,45,783480,0,7146,170,1108,909,2401
936,SD,A,10691,8/20/2020,South Dakota,,,9265,8/19/2020 2:00:00 PM,132108,COVID Tracking Project Historical,2,,1061,,46,121417,5,940,,53,125,157
21774,TN,A+,139175,8/20/2020,Tennessee,385,,100967,8/20/2020 3:00:00 PM,1952103,COVID Tracking Project Historical,36,,23149,,47,1812928,87,6156,177,1194,1375,1488
24577,TX,A,562559,8/20/2020,Texas,1979,,431960,8/20/2020 4:40:00 PM,4547069,COVID Tracking Project Historical,234,,29880,,48,3984510,0,,,5635,5303,10793
4981,UT,A+,47982,8/20/2020,Utah,62,,39364,8/20/2020 11:07:00 AM,615804,COVID Tracking Project Historical,4,292,5442,732,49,567822,21,2853,,157,461,381
15050,VA,A+,109882,8/20/2020,Virginia,276,373,14091,8/19/2020 5:00:00 PM,1422928,COVID Tracking Project Historical,17,,15913,,51,1313046,125,15357,148,1266,863,2427
156,VI,C,869,8/20/2020,Virgin Islands,,21,623,8/20/2020 6:33:00 AM,13542,COVID Tracking Project Historical,1,,197,,78,12673,0,,,,41,10
1558,VT,B,1537,8/20/2020,Vermont,,,1356,8/20/2020 12:00:00 AM,115459,COVID Tracking Project Historical,0,,1562,,50,113922,0,,,10,4,58
0,WA,B,68689,8/20/2020,Washington,,,,8/19/2020 2:59:00 AM,1018796,COVID Tracking Project Historical,13,,425,,53,950107,30,6388,44,385,425,1822
9131,WI,A+,72903,8/20/2020,Wisconsin,120,172,59076,8/20/2020 12:00:00 AM,1166197,COVID Tracking Project Historical,7,,9900,978,55,1093294,39,5469,,367,769,1074
7808,WV,C,8982,8/20/2020,West Virginia,52,,7010,8/20/2020 10:00:00 AM,377713,COVID Tracking Project Historical,0,,7989,,54,368731,0,,18,140,181,166
1042,WY,B,3468,8/20/2020,Wyoming,,,2832,8/20/2020 5:42:00 PM,64174,COVID Tracking Project Historical,0,,1080,,56,60706,5,202,,18,38,34
770,AK,A,5247,8/19/2020,Alaska,,,1501,8/19/2020 12:00:00 AM,310849,COVID Tracking Project Historical,0,,840,,02,305602,0,,6,56,70,29
15970,AL,B,111478,8/19/2020,Alabama,,,41523,8/19/2020 11:00:00 AM,885346,COVID Tracking Project Historical,8,731,17087,1336,01,773868,122,13080,,1198,1117,1944
7489,AR,A,54216,8/19/2020,Arkansas,,,47666,8/19/2020 2:47:00 PM,641280,COVID Tracking Project Historical,12,483,8218,,05,587064,48,3743,114,499,729,631
0,AS,C,0,8/19/2020,American Somoa,,,,8/15/2020 12:00:00 AM,1514,COVID Tracking Project Historical,0,,0,,60,1514,0,,,,0,0
6605,AZ,A+,195557,8/19/2020,Arizona,414,,28233,8/19/2020 12:00:00 AM,1111239,COVID Tracking Project Historical,105,,7242,,04,915682,142,21020,250,1160,637,4634
85480,CA,B,638831,8/19/2020,California,1761,,,8/19/2020 12:00:00 AM,10140683,COVID Tracking Project Historical,181,,91644,,06,9501852,0,,,6479,6164,11523
3920,CO,A,53631,8/19/2020,Colorado,,,5729,8/18/2020 1:59:00 AM,887859,COVID Tracking Project Historical,10,,6607,,08,590200,42,6781,,262,261,1788
9630,CT,B,51314,8/19/2020,Connecticut,,,8809,8/18/2020 8:30:00 PM,1002420,COVID Tracking Project Historical,1,,9689,,09,951106,0,11015,,49,59,4457
2152,DC,A+,13354,8/19/2020,District of Columbia,30,,10596,8/18/2020 12:00:00 AM,251659,COVID Tracking Project Historical,1,,2181,,11,238305,0,,14,84,29,600
974,DE,A+,16643,8/19/2020,Delaware,7,,8780,8/18/2020 6:00:00 PM,214869,COVID Tracking Project Historical,2,,1024,,10,198226,0,,,32,50,595
23084,FL,A,584047,8/19/2020,Florida,,3850,,8/18/2020 11:59:00 PM,4306239,COVID Tracking Project Historical,174,,27199,,12,3722192,508,35620,,5298,4115,10067
13073,GA,A,243982,8/19/2020,Georgia,,,,8/19/2020 3:50:00 PM,2075697,COVID Tracking Project Historical,55,,15378,4143,13,1831715,235,22664,,2573,2305,4849
502,GU,A,599,8/19/2020,Guam,4,,363,8/18/2020 11:50:00 PM,29750,COVID Tracking Project Historical,0,,524,,66,29151,0,,,14,22,5
1520,HI,C,5609,8/19/2020,Hawaii,39,,1977,8/19/2020 12:52:00 AM,166113,COVID Tracking Project Historical,2,,1914,,15,160504,15,303,22,205,394,42
4887,IA,A+,53288,8/19/2020,Iowa,90,,41837,8/19/2020 12:00:00 AM,562322,COVID Tracking Project Historical,17,,5224,,19,509034,0,,33,299,337,1006
1870,ID,A,28326,8/19/2020,Idaho,37,,11397,8/18/2020 7:00:00 PM,229123,COVID Tracking Project Historical,9,,2254,328,16,200797,41,1170,,167,384,282
48004,IL,A,213221,8/19/2020,Illinois,334,,,8/19/2020 12:00:00 AM,3490903,COVID Tracking Project Historical,24,,50299,,17,3277682,0,,144,1519,2295,8017
4930,IN,A+,82336,8/19/2020,Indiana,249,,62483,8/18/2020 11:59:00 PM,934033,COVID Tracking Project Historical,15,,5419,2059,18,851697,53,10090,88,842,489,3180
4855,KS,A+,35890,8/19/2020,Kansas,88,,1472,8/19/2020 10:00:00 AM,359840,COVID Tracking Project Historical,6,202,5578,567,20,323950,56,2090,26,300,723,411
3293,KY,B,40926,8/19/2020,Kentucky,155,,9331,8/19/2020 12:00:00 AM,730820,COVID Tracking Project Historical,12,,3920,1332,21,689894,49,4301,,640,627,842
14205,LA,A,139903,8/19/2020,Louisiana,,,118120,8/19/2020 1:00:00 PM,1704974,COVID Tracking Project Historical,55,,14983,,22,1565071,0,,175,1160,778,4609
19246,MA,A+,124415,8/19/2020,Massachusetts,66,,102205,8/19/2020 10:00:00 AM,1496640,COVID Tracking Project Historical,37,,20073,,25,1372225,21,12213,27,365,827,8876
8049,MD,A,101649,8/19/2020,Maryland,107,,6030,8/19/2020 10:00:00 AM,1175768,COVID Tracking Project Historical,11,,8463,,24,1074119,46,13744,,475,414,3661
2895,ME,A+,4234,8/19/2020,Maine,2,,3662,8/18/2020 11:59:00 PM,217242,COVID Tracking Project Historical,0,,2916,,23,213008,2,403,1,9,21,127
31975,MI,A+,104091,8/19/2020,Michigan,169,,67778,8/19/2020 12:00:00 AM,2395188,COVID Tracking Project Historical,10,,32663,,26,2291097,0,,82,653,688,6618
17063,MN,A,66618,8/19/2020,Minnesota,152,,60242,8/18/2020 5:00:00 PM,1020926,COVID Tracking Project Historical,17,,17620,1727,27,954308,56,5988,,321,557,1784
6056,MO,A,70675,8/19/2020,Missouri,,,,8/19/2020 12:00:00 AM,874795,COVID Tracking Project Historical,12,,7314,,29,804120,0,,114,875,1258,1414
0,MP,D,54,8/19/2020,Northern Mariana Islands,,,29,8/17/2020 7:35:00 PM,12920,COVID Tracking Project Historical,0,,0,,69,12866,0,4,,,0,2
0,MS,A+,74555,8/19/2020,Mississippi,286,,56577,8/18/2020 7:00:00 PM,526732,COVID Tracking Project Historical,35,,1348,,28,452177,38,5063,160,1073,1348,2163
911,MT,C,5956,8/19/2020,Montana,,,4357,8/19/2020 12:00:00 AM,206533,COVID Tracking Project Historical,0,,1021,,30,200577,9,348,,102,110,84
25821,NC,A+,147932,8/19/2020,North Carolina,306,,127749,8/19/2020 12:58:00 PM,1978094,COVID Tracking Project Historical,35,,26974,,37,1830162,0,,,1001,1153,2431
1412,ND,C,8968,8/19/2020,North Dakota,15,,7629,8/19/2020 12:00:00 AM,182526,COVID Tracking Project Historical,1,,1598,136,38,173558,9,478,,49,186,110
2629,NE,A,30825,8/19/2020,Nebraska,,,22798,8/18/2020 9:05:00 PM,328378,COVID Tracking Project Historical,6,,2891,,31,297553,-48,1835,,160,262,368
1083,NH,B,7036,8/19/2020,New Hampshire,,,6347,8/19/2020 9:00:00 AM,188009,COVID Tracking Project Historical,3,,1102,220,33,180973,0,712,,12,19,427
24638,NJ,A+,188427,8/19/2020,New Jersey,92,,33451,8/19/2020 12:00:00 AM,2557712,COVID Tracking Project Historical,11,,24967,,34,2369285,52,22311,32,471,329,15926
5824,NM,B,23579,8/19/2020,New Mexico,,,10802,8/18/2020 7:30:00 PM,683053,COVID Tracking Project Historical,5,,5903,,35,659474,14,2998,,111,79,723
2209,NV,A+,63028,8/19/2020,Nevada,262,,1540,8/19/2020 2:59:00 AM,556526,COVID Tracking Project Historical,32,,2598,,32,493498,0,,160,867,389,1134
79794,NY,A,427202,8/19/2020,New York,131,,74328,8/18/2020 11:59:00 PM,7272403,COVID Tracking Project Historical,6,,80425,,36,6845201,0,89995,60,548,631,25270
18514,OH,A+,110881,8/19/2020,Ohio,296,,90436,8/19/2020 2:00:00 PM,1888470,COVID Tracking Project Historical,36,,19472,2827,39,1777589,93,12529,164,894,958,3907
7143,OK,A+,49923,8/19/2020,Oklahoma,250,,42047,8/19/2020 12:00:00 AM,782740,COVID Tracking Project Historical,17,,7740,,40,732817,77,4192,,566,597,699
4624,OR,A+,23870,8/19/2020,Oregon,51,,4468,8/19/2020 3:01:00 AM,501156,COVID Tracking Project Historical,11,,4818,,41,477286,29,1958,16,203,194,408
14331,PA,A+,126149,8/19/2020,Pennsylvania,,,99657,8/19/2020 12:00:00 AM,1494467,COVID Tracking Project Historical,24,,14901,,42,1368318,0,,94,548,570,7523
0,PR,B,27934,8/19/2020,Puerto Rico,58,,,8/19/2020 12:00:00 AM,333906,COVID Tracking Project Historical,10,,221,,72,305972,0,,39,361,221,356
22048,RI,A+,20795,8/19/2020,Rhode Island,8,,2013,8/19/2020 12:00:00 PM,440127,COVID Tracking Project Historical,3,,3936,,44,237519,14,2419,5,82,103,1027
4908,SC,A+,108411,8/19/2020,South Carolina,293,,45205,8/18/2020 11:59:00 PM,884128,COVID Tracking Project Historical,17,,5647,,45,775717,0,7146,164,1168,739,2360
911,SD,A,10566,8/19/2020,South Dakota,,,9189,8/18/2020 2:00:00 PM,131047,COVID Tracking Project Historical,1,,1034,,46,120481,8,935,,55,123,155
32560,TN,A+,137800,8/19/2020,Tennessee,375,,99085,8/19/2020 3:00:00 PM,1928954,COVID Tracking Project Historical,26,,34582,,47,1791154,88,6069,171,1230,2022,1452
9520,TX,A,557256,8/19/2020,Texas,2107,,424685,8/19/2020 5:40:00 PM,4517189,COVID Tracking Project Historical,309,,16544,,48,3959933,0,,,5974,7024,10559
3482,UT,A+,47521,8/19/2020,Utah,63,,38883,8/19/2020 10:38:00 AM,610362,COVID Tracking Project Historical,8,289,3846,727,49,562841,28,2832,,158,364,377
15973,VA,A+,109019,8/19/2020,Virginia,280,343,13989,8/18/2020 5:00:00 PM,1407015,COVID Tracking Project Historical,14,,16710,,51,1297996,69,15232,145,1243,737,2410
649,VI,C,828,8/19/2020,Virgin Islands,,15,584,8/19/2020 6:18:00 AM,13345,COVID Tracking Project Historical,0,,681,,78,12517,0,,,,32,9
-203,VT,B,1533,8/19/2020,Vermont,,,1354,8/19/2020 12:00:00 AM,113897,COVID Tracking Project Historical,0,,-200,,50,112364,0,,,12,3,58
0,WA,B,68264,8/19/2020,Washington,,,,8/18/2020 2:59:00 AM,1018371,COVID Tracking Project Historical,24,,543,,53,950107,62,6358,43,375,543,1809
8766,WI,A+,72134,8/19/2020,Wisconsin,121,166,58244,8/19/2020 12:00:00 AM,1156297,COVID Tracking Project Historical,8,,9476,975,55,1084163,50,5430,,388,710,1067
3929,WV,C,8801,8/19/2020,West Virginia,46,,6909,8/19/2020 10:00:00 AM,369724,COVID Tracking Project Historical,2,,3999,,54,360923,0,,22,133,70,166
586,WY,B,3430,8/19/2020,Wyoming,,,2786,8/19/2020 6:11:00 PM,63094,COVID Tracking Project Historical,0,,653,,56,59664,4,197,,12,67,34
4294,AK,A,5177,8/18/2020,Alaska,,,1468,8/18/2020 12:00:00 AM,310009,COVID Tracking Project Historical,1,,4361,,02,304832,0,,7,47,67,29
13979,AL,B,110361,8/18/2020,Alabama,,,41523,8/18/2020 11:00:00 AM,868259,COVID Tracking Project Historical,11,729,15336,1329,01,757898,0,12958,,1280,1357,1936
10190,AR,A,53487,8/18/2020,Arkansas,,,46970,8/18/2020 2:37:00 PM,633062,COVID Tracking Project Historical,16,478,10600,,05,579575,74,3695,122,492,410,619
0,AS,C,0,8/18/2020,American Somoa,,,,8/15/2020 12:00:00 AM,1514,COVID Tracking Project Historical,0,,0,,60,1514,0,,,,0,0
4694,AZ,A+,194920,8/18/2020,Arizona,427,,28027,8/18/2020 12:00:00 AM,1103997,COVID Tracking Project Historical,23,,5609,,04,909077,122,20878,260,1167,915,4529
110623,CA,B,632667,8/18/2020,California,1801,,,8/18/2020 12:00:00 AM,10049039,COVID Tracking Project Historical,100,,115259,,06,9416372,0,,,6360,4636,11342
4883,CO,A,53370,8/18/2020,Colorado,,,5712,8/17/2020 1:59:00 AM,881252,COVID Tracking Project Historical,10,,8201,,08,586280,4,6739,,245,194,1778
10775,CT,B,51255,8/18/2020,Connecticut,,,8809,8/17/2020 8:30:00 PM,992731,COVID Tracking Project Historical,0,,10763,,09,941476,0,11015,,47,-12,4456
3771,DC,A+,13325,8/18/2020,District of Columbia,27,,10595,8/17/2020 12:00:00 AM,249478,COVID Tracking Project Historical,2,,3823,,11,236153,0,,14,79,52,599
1150,DE,A+,16593,8/18/2020,Delaware,7,,8749,8/17/2020 6:00:00 PM,213845,COVID Tracking Project Historical,0,,1207,,10,197252,0,,,32,57,593
22326,FL,B,579932,8/18/2020,Florida,,3814,,8/17/2020 11:59:00 PM,4279040,COVID Tracking Project Historical,219,,26164,,12,3699108,505,35112,,5484,3838,9893
30086,GA,A,241677,8/18/2020,Georgia,,,,8/18/2020 2:50:00 PM,2060319,COVID Tracking Project Historical,67,,32902,4117,13,1818642,296,22429,,2596,2816,4794
434,GU,A,577,8/18/2020,Guam,4,,353,8/17/2020 11:40:00 PM,29226,COVID Tracking Project Historical,0,,453,,66,28649,0,,,14,19,5
2078,HI,C,5215,8/18/2020,Hawaii,35,,1868,8/17/2020 10:55:00 PM,164199,COVID Tracking Project Historical,0,,2251,,15,158984,5,288,25,175,173,40
2885,IA,A+,52951,8/18/2020,Iowa,86,,41565,8/18/2020 12:00:00 AM,557098,COVID Tracking Project Historical,8,,3114,,19,504147,0,,35,287,229,989
2100,ID,A,27942,8/18/2020,Idaho,37,,11093,8/17/2020 7:00:00 PM,226869,COVID Tracking Project Historical,4,,2382,316,16,198927,19,1129,,167,282,273
32435,IL,A,210926,8/18/2020,Illinois,335,,,8/18/2020 12:00:00 AM,3440604,COVID Tracking Project Historical,26,,34175,,17,3229678,0,,128,1510,1740,7993
13140,IN,A+,81847,8/18/2020,Indiana,251,,61518,8/17/2020 11:59:00 PM,928614,COVID Tracking Project Historical,30,,13981,2052,18,846767,64,10037,94,849,841,3165
0,KS,A+,35167,8/18/2020,Kansas,62,,1409,8/17/2020 10:00:00 AM,354262,COVID Tracking Project Historical,0,200,0,560,20,319095,0,2034,24,229,0,405
